Symbol,Company Name,Market Cap,Stock Price,Industry,Volume,Revenue,Employees,Founded
CZR,"Caesars Entertainment, Inc.",7801796800,36.05,Resorts & Casinos,2989353,11440000000,51000,1937
MMYT,MakeMyTrip Limited,7763957721,73.75,Travel Services,447671,728160000,4090,2000
MKTX,MarketAxess Holdings Inc.,7752362520,205.80,Capital Markets,509478,752547000,881,2000
CERE,"Cerevel Therapeutics Holdings, Inc.",7733920280,42.52,Biotechnology,663259,,334,2018
CROX,"Crocs, Inc.",7686757575,126.63,Footwear & Accessories,1779983,3962347000,7030,1999
CGNX,Cognex Corporation,7637242380,44.49,Scientific & Technical Instruments,1039343,847220000,2992,1981
SFM,"Sprouts Farmers Market, Inc.",7590900000,75.00,Grocery Stores,1654342,6987882000,31000,2002
ASND,Ascendis Pharma A/S,7586327590,134.00,Biotechnology,438186,357633696,879,2006
SOFI,"SoFi Technologies, Inc.",7564468400,7.16,Credit Services,49599689,2122789000,4400,2011
LBRDK,Liberty Broadband Corporation,7513944332,52.52,Telecom Services,802051,981000000,1900,
LBRDA,Liberty Broadband Corporation,7509001141,52.88,Telecom Services,94549,981000000,1900,
MIDD,The Middleby Corporation,7503939966,139.99,Specialty Industrial Machinery,295264,4036605000,10722,1888
MTSI,"MACOM Technology Solutions Holdings, Inc.",7463754166,103.51,Semiconductors,671076,637279000,1500,1950
IEP,Icahn Enterprises L.P.,7448012880,17.36,Oil & Gas Refining & Marketing,406604,10847000000,15038,1987
CHRD,Chord Energy Corporation,7411947623,178.33,Oil & Gas Exploration & Production,512106,3896641000,514,2007
CBSH,"Commerce Bancshares, Inc.",7311123050,56.15,Banks - Regional,334279,1535723000,4592,1865
ETSY,"Etsy, Inc.",7303635180,62.46,Internet Retail,5196019,2753454000,2420,2005
MASI,Masimo Corporation,7302021600,138.00,Medical Devices,770061,2048100000,3800,1989
WSC,WillScot Mobile Mini Holdings Corp.,7283932300,38.30,Rental & Leasing Services,1667475,2386480000,5000,
UFPI,"UFP Industries, Inc.",7259297602,117.98,Lumber & Wood Production,301384,7218384000,15800,1955
PCVX,"Vaxcyte, Inc.",7221597600,66.40,Biotechnology,491079,,254,2013
VFS,VinFast Auto Ltd.,7201140100,3.08,Auto Manufacturers,3384497,1339962575,13953,2017
LCID,"Lucid Group, Inc.",7036441500,3.05,Auto Manufacturers,42136075,595271000,6500,2007
SPSC,"SPS Commerce, Inc.",6998031525,188.97,Software - Infrastructure,171955,560618000,2489,
GGAL,Grupo Financiero Galicia S.A.,6926062717,36.80,Banks - Regional,2106353,8646428875,9489,1905
LYFT,"Lyft, Inc.",6913181760,17.52,Software - Application,12738618,4403589000,2945,
ALTR,Altair Engineering Inc.,6893099294,83.02,Software - Infrastructure,356179,619579000,3400,1985
PAAS,Pan American Silver Corp.,6881077439,18.87,Gold,3254308,2316100000,6200,1994
ITCI,"Intra-Cellular Therapies, Inc.",6874279272,71.01,Drug Manufacturers - Specialty & Generic,739195,464370000,610,
SAIC,Science Applications International Corporation,6861071838,133.82,Information Technology Services,190776,7444000000,24000,1969
JAZZ,Jazz Pharmaceuticals plc,6848631205,109.85,Biotechnology,562244,3843375000,2800,2003
HQY,"HealthEquity, Inc.",6829792222,79.27,Health Information Services,312807,999587000,3150,2002
LBTYA,Liberty Global plc,6804244399,17.18,Telecom Services,2280711,7568100000,9860,2004
CYTK,"Cytokinetics, Incorporated",6802668800,65.05,Biotechnology,606888,7530000,423,1997
LBTYK,Liberty Global plc,6795057364,17.70,Telecom Services,2911244,7568100000,9860,2004
LBTYB,Liberty Global plc,6791023978,17.49,Telecom Services,1256,7568100000,9860,2004
NXT,Nextracker Inc.,6784174382,46.89,Solar,1838032,2281721000,606,2013
FSV,FirstService Corporation,6772243126,150.59,Real Estate Services,124448,4474148000,27000,1988
DJT,Trump Media & Technology Group Corp.,6722934524,49.18,Internet Content & Information,6089758,4131100,36,2021
CCCS,CCC Intelligent Solutions Holdings Inc.,6705111440,10.91,Software - Infrastructure,1536251,888695000,2325,1980
WIX,Wix.com Ltd.,6677496000,120.00,Software - Infrastructure,402540,1561665000,5302,2006
RVMD,"Revolution Medicines, Inc.",6657751650,39.05,Biotechnology,1343287,11580000,378,2014
BPMC,Blueprint Medicines Corporation,6653045625,106.25,Biotechnology,797615,282209000,655,2008
AGNC,AGNC Investment Corp.,6636834900,9.54,REIT - Mortgage,8696559,251000000,53,2008
VNOM,Viper Energy Partners LP,6624998639,37.46,Oil & Gas Midstream,755681,864131000,,2013
ENSG,"The Ensign Group, Inc.",6605914150,116.05,Medical Care Facilities,361511,3852686000,35300,1999
HCP,"HashiCorp, Inc.",6587060793,32.79,Software - Infrastructure,4076884,583137000,2200,2012
HLNE,Hamilton Lane Incorporated,6582398483,117.81,Asset Management,96238,489965000,600,1991
NSIT,"Insight Enterprises, Inc.",6508555336,199.92,Electronics & Computer Distribution,237007,9231378000,14437,1988
LSTR,"Landstar System, Inc.",6478652213,181.39,Integrated Freight & Logistics,252348,5038690000,1468,
ZION,"Zions Bancorporation,NA",6474373500,43.70,Banks - Regional,1431749,2983000000,9679,1873
FYBR,"Frontier Communications Parent, Inc.",6462581510,26.29,Telecom Services,2269425,5758000000,13300,1935
BPOP,"Popular, Inc.",6440721560,89.14,Banks - Regional,249156,2573639000,9237,1893
CHX,ChampionX Corporation,6427904000,33.76,Oil & Gas Equipment & Services,1930960,3732079000,7100,
MAT,"Mattel, Inc.",6424347000,18.67,Leisure,2906857,5436148000,33000,1945
CACC,Credit Acceptance Corporation,6424257510,522.17,Credit Services,38507,1956100000,2232,1972
PNFP,"Pinnacle Financial Partners, Inc.",6419014200,83.28,Banks - Regional,429727,1601775000,3357,2000
EXEL,"Exelixis, Inc.",6379316700,21.90,Biotechnology,2051348,1846646000,1310,1994
ZI,ZoomInfo Technologies Inc.,6310647240,16.62,Software - Application,7165767,1239500000,3516,2007
QLYS,"Qualys, Inc.",6288911937,170.19,Software - Infrastructure,490669,554458000,2188,1999
ACHC,"Acadia Healthcare Company, Inc.",6288262388,67.78,Medical Care Facilities,1515254,2992522000,23500,2005
AAON,"AAON, Inc.",6264348660,76.20,Building Products & Equipment,3247953,1164664000,3856,1988
LFUS,"Littelfuse, Inc.",6261530816,252.64,Electronic Components,228277,2288260000,17000,1927
WTFC,Wintrust Financial Corporation,6237914286,101.02,Banks - Regional,351988,2157580000,5521,1991
IONS,"Ionis Pharmaceuticals, Inc.",6162394560,42.28,Biotechnology,902120,787647000,927,1989
RMBS,Rambus Inc.,6138127950,56.95,Semiconductors,1112268,465226000,623,1990
GRFS,"Grifols, S.A.",6086156083,7.02,Drug Manufacturers - General,1586511,7324418889,23737,1940
BECN,"Beacon Roofing Supply, Inc.",6055190082,95.46,Industrial Distribution,780242,9299900000,8063,1928
BILI,Bilibili Inc.,5975815997,14.77,Electronic Gaming & Multimedia,8450939,3177431171,8801,2009
BOKF,BOK Financial Corporation,5970863250,92.55,Banks - Regional,81553,1949189000,4966,1910
REYN,Reynolds Consumer Products Inc.,5969821710,28.41,Packaging & Containers,360857,3756000000,6000,1947
SIGI,"Selective Insurance Group, Inc.",5969166480,98.19,Insurance - Property & Casualty,362633,4397245000,2650,1926
APLS,"Apellis Pharmaceuticals, Inc.",5885607420,48.81,Biotechnology,1847184,396591000,702,2009
XRAY,DENTSPLY SIRONA Inc.,5865575750,28.25,Medical Instruments & Supplies,3421491,3940000000,15000,1899
FRPT,"Freshpet, Inc.",5861603930,121.03,Packaged Foods,2467619,766895000,1083,
MARA,"Marathon Digital Holdings, Inc.",5842168800,20.67,Capital Markets,86430612,387508000,60,2010
ALGM,"Allegro MicroSystems, Inc.",5811161340,30.09,Semiconductors,687199,1078231000,4687,1990
NOVT,Novanta Inc.,5776143870,161.14,Scientific & Technical Instruments,140791,881662000,2900,1968
DRS,"Leonardo DRS, Inc.",5666936113,21.55,Aerospace & Defense,534292,2945000000,6600,1969
NXST,"Nexstar Media Group, Inc.",5542585356,168.26,Entertainment,180658,4933000000,13294,1996
ONB,Old National Bancorp,5518198300,17.30,Banks - Regional,1277642,1753965000,3940,1834
OZK,Bank OZK,5472054000,47.55,Banks - Regional,616701,2085144000,2646,1903
GLBE,Global-e Online Ltd.,5451543460,32.78,Internet Retail,1193565,569946000,923,2013
TENB,"Tenable Holdings, Inc.",5378003600,45.53,Software - Infrastructure,528575,798710000,1999,2002
CWST,"Casella Waste Systems, Inc.",5374648244,94.28,Waste Management,181278,1342955000,4200,1975
NFE,New Fortress Energy Inc.,5365949140,26.17,Utilities - Regulated Gas,1526460,2413296000,1390,2014
RCM,R1 RCM Inc.,5362772800,12.76,Health Information Services,1058944,2254200000,30000,2003
FCFS,"FirstCash Holdings, Inc",5302641513,116.61,Credit Services,198098,3225427000,19000,1988
NVMI,Nova Ltd.,5289021660,182.10,Semiconductor Equipment & Materials,120255,517922000,1202,1993
IBRX,"ImmunityBio, Inc.",5287651160,7.81,Biotechnology,10706566,622000,628,2014
LANC,Lancaster Colony Corporation,5282706570,191.91,Packaged Foods,122590,1873595000,3400,1961
COOP,Mr. Cooper Group Inc.,5258581250,81.25,Mortgage Finance,384824,2028000000,6800,
BBIO,"BridgeBio Pharma, Inc.",5256453610,28.09,Biotechnology,750408,218597000,550,2015
LNTH,"Lantheus Holdings, Inc.",5233794426,75.51,Drug Manufacturers - Specialty & Generic,1065009,1365620000,834,1956
OPCH,"Option Care Health, Inc.",5217956320,30.02,Medical Care Facilities,1044154,4432528000,7802,
HALO,"Halozyme Therapeutics, Inc.",5191426440,40.86,Biotechnology,954383,829253000,373,1998
PEGA,Pegasystems Inc.,5191154760,61.05,Software - Application,501558,1437291000,5406,1983
DOOO,BRP Inc.,5163751494,68.89,Recreational Vehicles,53372,7736567164,23000,1937
CIGI,Colliers International Group Inc.,5159688534,111.57,Real Estate Services,186700,4371218000,18450,1972
AUR,"Aurora Innovation, Inc.",5158017769,3.33,Information Technology Services,10749150,,1800,2017
EEFT,"Euronet Worldwide, Inc.",5146433307,112.41,Software - Infrastructure,414376,3688000000,10000,1994
AVAV,"AeroVironment, Inc.",5061331073,179.89,Aerospace & Defense,579885,705782000,1279,1971
STNE,StoneCo Ltd.,5039229065,16.80,Software - Infrastructure,2820226,2475359959,17091,2012
MDGL,"Madrigal Pharmaceuticals, Inc.",5014013222,235.57,Biotechnology,396748,,376,2011
ACT,"Enact Holdings, Inc.",4981702790,31.31,Insurance - Specialty,196756,1164323000,465,1981
VRNS,"Varonis Systems, Inc.",4975753510,44.59,Software - Infrastructure,2083337,499160000,2233,
BCPC,Balchem Corporation,4947161108,153.32,Specialty Chemicals,101032,929558000,1302,1967
IQ,"iQIYI, Inc.",4931563440,5.14,Entertainment,7424472,4495437377,4788,
ITRI,"Itron, Inc.",4924997478,107.37,Scientific & Technical Instruments,700236,2282457000,5859,1977
EXLS,"ExlService Holdings, Inc.",4860144960,29.92,Information Technology Services,801645,1666532000,54000,1999
CRUS,"Cirrus Logic, Inc.",4855228700,90.02,Semiconductors,463223,1789885000,1702,1984
CRSP,CRISPR Therapeutics AG,4843429686,57.06,Biotechnology,1448876,371206000,407,
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",4822391616,78.68,Discount Stores,1175487,2102662000,11500,1982
COLM,Columbia Sportswear Company,4808554920,81.33,Apparel Manufacturing,295091,3436592000,10070,1938
IAC,IAC Inc.,4792555663,55.75,Internet Content & Information,1991250,4365235000,11000,
EXPO,"Exponent, Inc.",4788636300,94.50,Engineering & Construction,212956,541390000,1320,1967
SLM,SLM Corporation,4777188000,21.68,Credit Services,1784058,1700332000,1740,1972
SATS,EchoStar Corporation,4767865000,17.56,Communication Equipment,1019868,17015598000,15300,2007
CVLT,"Commvault Systems, Inc.",4756058088,108.93,Software - Application,272856,819433000,2779,
VERX,"Vertex, Inc.",4699875147,30.30,Software - Application,539904,572387000,1500,1978
MMSI,"Merit Medical Systems, Inc.",4619984207,79.51,Medical Instruments & Supplies,280352,1283309000,6950,1987
FELE,"Franklin Electric Co., Inc.",4605265182,99.94,Specialty Industrial Machinery,98567,2041482000,6400,1944
UBSI,"United Bankshares, Inc.",4591101060,34.02,Banks - Regional,338937,1024029000,2635,
ESGR,Enstar Group Limited,4565164944,299.76,Insurance - Diversified,39520,1047000000,805,2001
NVEI,Nuvei Corporation,4527625983,32.44,Software - Infrastructure,809170,1189893000,1690,2003
PI,"Impinj, Inc.",4527033943,163.33,Communication Equipment,381894,298467000,243,2000
AVT,"Avnet, Inc.",4494690438,49.74,Electronics & Computer Distribution,640422,24748761000,15800,1921
PTEN,"Patterson-UTI Energy, Inc.",4477866240,10.97,Oil & Gas Drilling,7784433,4146456000,10600,1978
KRYS,"Krystal Biotech, Inc.",4440240644,156.94,Biotechnology,800256,50699000,229,2015
NUVL,"Nuvalent, Inc.",4436683655,69.25,Biotechnology,272057,,92,2017
WIRE,Encore Wire Corporation,4435733566,280.94,Electrical Equipment & Parts,194718,2539890000,1629,1989
VRRM,Verra Mobility Corporation,4409517760,26.56,Infrastructure Operations,1201803,835137000,1788,
FFIN,"First Financial Bankshares, Inc.",4391051520,30.76,Banks - Regional,410168,481181000,1500,1890
BGC,"BGC Group, Inc",4388973601,8.75,Capital Markets,4275405,2025401000,3895,1945
SRCL,"Stericycle, Inc.",4385829198,47.38,Waste Management,435075,2639900000,13500,1989
FROG,JFrog Ltd.,4362798240,41.04,Software - Application,550295,349886000,1400,2008
TMDX,"TransMedics Group, Inc.",4339684545,132.65,Medical Devices,1072304,296919000,584,1998
CAR,"Avis Budget Group, Inc.",4330421856,121.48,Rental & Leasing Services,887508,12002000000,24500,1946
FIZZ,National Beverage Corp.,4329091364,46.28,Beverages - Non-Alcoholic,123637,1181078000,1593,1985
FRSH,Freshworks Inc.,4322277981,14.13,Software - Application,4096018,623883000,4900,2010
IMVT,"Immunovant, Inc.",4310843310,29.67,Biotechnology,670625,,164,
BRZE,"Braze, Inc.",4290630513,42.57,Software - Application,504308,471800000,1548,2011
ASO,"Academy Sports and Outdoors, Inc.",4289470830,58.13,Specialty Retail,1073158,6159291000,22000,1938
FORM,"FormFactor, Inc.",4288863568,55.27,Semiconductors,721771,663102000,2115,1993
COLB,"Columbia Banking System, Inc.",4249711620,20.37,Banks - Regional,1876041,1783899000,5114,1993
OMAB,"Grupo Aeroportuario del Centro Norte, SAB de CV",4242699632,86.61,Airports & Air Services,20479,852422170,1270,
ALPN,"Alpine Immune Sciences, Inc.",4235208300,64.60,Biotechnology,1372655,58876000,142,
UMBF,UMB Financial Corporation,4232294262,82.11,Banks - Regional,372023,1420742000,3599,1913
CRVL,CorVel Corporation,4225881903,247.21,Insurance Brokers,20619,773521000,4444,
HWC,Hancock Whitney Corporation,4223365056,48.59,Banks - Regional,334943,1326976000,3591,1883
FRHC,Freedom Holding Corp.,4175547408,69.99,Capital Markets,45469,1399432000,3689,
DLO,DLocal Limited,4161115693,14.05,Software - Infrastructure,810736,650351000,901,2013
LOPE,"Grand Canyon Education, Inc.",4151872566,138.31,Education & Training Services,154408,960899000,5800,1949
FIVN,"Five9, Inc.",4113708920,55.69,Software - Infrastructure,1385713,939059000,2684,2001
BLKB,"Blackbaud, Inc.",4086722076,79.16,Software - Application,184425,1122929000,3000,1981
CNXC,Concentrix Corporation,4037384442,61.18,Information Technology Services,518016,7881050000,440000,1991
IPGP,IPG Photonics Corporation,4026861834,88.37,Semiconductor Equipment & Materials,163786,1192274000,6180,1990
ALKS,Alkermes plc,4026531600,24.10,Drug Manufacturers - Specialty & Generic,1563811,1726182000,2100,1987
PECO,"Phillips Edison & Company, Inc.",4015944000,32.81,REIT - Retail,484210,620362000,290,1991
SYM,Symbotic Inc.,4011980400,41.94,Specialty Industrial Machinery,2417391,1339029000,1300,2005
SLAB,Silicon Laboratories Inc.,3982888144,124.76,Semiconductors,183367,641846000,1846,1996
POWI,"Power Integrations, Inc.",3963247620,69.67,Semiconductors,302924,444538000,819,1988
WEN,The Wendy's Company,3932399610,19.17,Restaurants,4511008,2187524000,15300,1969
CLSK,"CleanSpark, Inc.",3929140320,17.43,Capital Markets,26255774,214375000,131,
VLY,Valley National Bancorp,3903147950,7.67,Banks - Regional,3296004,1841023000,3749,1927
IOVA,"Iovance Biotherapeutics, Inc.",3884068160,13.88,Biotechnology,4734190,1189000,557,2007
INSM,Insmed Incorporated,3853367400,25.95,Biotechnology,1367852,305208000,912,1988
CSWI,"CSW Industrials, Inc.",3852681300,248.04,Specialty Industrial Machinery,48232,777665000,2400,
ALVO,Alvotech,3836900360,14.38,Drug Manufacturers - Specialty & Generic,134649,93382000,1026,2013
IPAR,"Inter Parfums, Inc.",3835879443,119.79,Household & Personal Products,139371,1317675000,607,1982
URBN,"Urban Outfitters, Inc.",3830688594,41.06,Apparel Retail,1573563,5153237000,28000,1970
CAMT,Camtek Ltd.,3812122653,84.47,Semiconductor Equipment & Materials,321673,315375000,565,
RDNT,"RadNet, Inc.",3797320800,52.00,Diagnostics & Research,512575,1616630000,7872,1985
OTTR,Otter Tail Corporation,3787493754,90.66,Utilities - Diversified,288532,1349166000,2655,1907
FLNC,"Fluence Energy, Inc.",3778087041,21.15,Utilities - Renewable,1853282,2271474000,1112,2018
TSEM,Tower Semiconductor Ltd.,3753036788,33.81,Semiconductors,375757,1422680000,5215,1993
AEIS,"Advanced Energy Industries, Inc.",3748763124,100.12,Electrical Equipment & Parts,313767,1558245000,10000,1981
ACIW,"ACI Worldwide, Inc.",3744174400,35.51,Software - Infrastructure,578083,1478922000,3212,1975
IBOC,International Bancshares Corporation,3740568320,60.16,Banks - Regional,207186,794778000,2292,1966
BL,"BlackLine, Inc.",3734885271,60.71,Software - Application,713347,589996000,1750,2001
TFSL,TFS Financial Corporation,3713806530,13.23,Banks - Regional,245388,301589000,995,1938
IRDM,Iridium Communications Inc.,3699941630,30.47,Telecom Services,594779,789303000,760,2000
ACLS,"Axcelis Technologies, Inc.",3690161475,113.43,Semiconductor Equipment & Materials,364110,1128956000,1704,1995
TIGO,Millicom International Cellular S.A.,3679412480,21.38,Telecom Services,33280,5661000000,16527,1990
SMPL,The Simply Good Foods Company,3662435550,36.77,Packaged Foods,837078,1266087000,271,
CRNX,"Crinetics Pharmaceuticals, Inc.",3623721750,46.50,Biotechnology,560766,4013000,290,2008
PAGP,"Plains GP Holdings, L.P.",3621112770,18.37,Oil & Gas Midstream,1867511,48712000000,4200,2013
AXSM,"Axsome Therapeutics, Inc.",3597611936,75.94,Biotechnology,800966,270600000,545,2012
SYNA,Synaptics Incorporated,3584488320,91.20,Semiconductors,164903,1028600000,1891,1986
